"estado";"candidato";"votos";"cargo";"ano";"turno";"candidato_name"
"R. G. do Norte";"José Maria de Almeida (PSTU)";1407;"Presidente";2010;"Turno 1";"José Maria"
"Paraíba";"José Maria de Almeida (PSTU)";1023;"Presidente";2010;"Turno 1";"José Maria"
"Pernambuco";"José Maria de Almeida (PSTU)";2540;"Presidente";2010;"Turno 1";"José Maria"
"Alagoas";"José Maria de Almeida (PSTU)";887;"Presidente";2010;"Turno 1";"José Maria"
"Sergipe";"José Maria de Almeida (PSTU)";1296;"Presidente";2010;"Turno 1";"José Maria"
"Bahia";"José Maria de Almeida (PSTU)";3658;"Presidente";2010;"Turno 1";"José Maria"
"Minas Gerais";"José Maria de Almeida (PSTU)";9196;"Presidente";2010;"Turno 1";"José Maria"
"Espirito Santo";"José Maria de Almeida (PSTU)";917;"Presidente";2010;"Turno 1";"José Maria"
"Rio de Janeiro ";"José Maria de Almeida (PSTU)";14654;"Presidente";2010;"Turno 1";"José Maria"
"São Paulo";"José Maria de Almeida (PSTU)";17584;"Presidente";2010;"Turno 1";"José Maria"
"Paraná";"José Maria de Almeida (PSTU)";3929;"Presidente";2010;"Turno 1";"José Maria"
"Santa Catarina";"José Maria de Almeida (PSTU)";3248;"Presidente";2010;"Turno 1";"José Maria"
"R. G. do Sul";"José Maria de Almeida (PSTU)";4821;"Presidente";2010;"Turno 1";"José Maria"
"M. G. do Sul";"José Maria de Almeida (PSTU)";715;"Presidente";2010;"Turno 1";"José Maria"
"Mato Grosso";"José Maria de Almeida (PSTU)";555;"Presidente";2010;"Turno 1";"José Maria"
"Goiás";"José Maria de Almeida (PSTU)";1659;"Presidente";2010;"Turno 1";"José Maria"
"Distrito Federal";"José Maria de Almeida (PSTU)";1033;"Presidente";2010;"Turno 1";"José Maria"
"TOTAL";"José Maria de Almeida (PSTU)";83997;"Presidente";2010;"Turno 1";"José Maria"
"Rondônia";"Jose Levy Fidelix da Cruz (PRTB)";509;"Presidente";2010;"Turno 1";"Jose Levy"
"Acre";"Jose Levy Fidelix da Cruz (PRTB)";171;"Presidente";2010;"Turno 1";"Jose Levy"
"Amazonas";"Jose Levy Fidelix da Cruz (PRTB)";687;"Presidente";2010;"Turno 1";"Jose Levy"
"Roraima";"Jose Levy Fidelix da Cruz (PRTB)";261;"Presidente";2010;"Turno 1";"Jose Levy"
"Pará";"Jose Levy Fidelix da Cruz (PRTB)";1163;"Presidente";2010;"Turno 1";"Jose Levy"
"Amapá";"Jose Levy Fidelix da Cruz (PRTB)";412;"Presidente";2010;"Turno 1";"Jose Levy"
"Tocantins";"Jose Levy Fidelix da Cruz (PRTB)";315;"Presidente";2010;"Turno 1";"Jose Levy"
"Maranhão";"Jose Levy Fidelix da Cruz (PRTB)";1077;"Presidente";2010;"Turno 1";"Jose Levy"
"Piauí";"Jose Levy Fidelix da Cruz (PRTB)";606;"Presidente";2010;"Turno 1";"Jose Levy"
"Ceará";"Jose Levy Fidelix da Cruz (PRTB)";1736;"Presidente";2010;"Turno 1";"Jose Levy"
"R. G. do Norte";"Jose Levy Fidelix da Cruz (PRTB)";697;"Presidente";2010;"Turno 1";"Jose Levy"
"Paraíba";"Jose Levy Fidelix da Cruz (PRTB)";717;"Presidente";2010;"Turno 1";"Jose Levy"
"Pernambuco";"Jose Levy Fidelix da Cruz (PRTB)";1814;"Presidente";2010;"Turno 1";"Jose Levy"
"Alagoas";"Jose Levy Fidelix da Cruz (PRTB)";1825;"Presidente";2010;"Turno 1";"Jose Levy"
"Sergipe";"Jose Levy Fidelix da Cruz (PRTB)";731;"Presidente";2010;"Turno 1";"Jose Levy"
"Bahia";"Jose Levy Fidelix da Cruz (PRTB)";2644;"Presidente";2010;"Turno 1";"Jose Levy"
"Minas Gerais";"Jose Levy Fidelix da Cruz (PRTB)";6342;"Presidente";2010;"Turno 1";"Jose Levy"
"Espirito Santo";"Jose Levy Fidelix da Cruz (PRTB)";1343;"Presidente";2010;"Turno 1";"Jose Levy"
"Rio de Janeiro ";"Jose Levy Fidelix da Cruz (PRTB)";7053;"Presidente";2010;"Turno 1";"Jose Levy"
"São Paulo";"Jose Levy Fidelix da Cruz (PRTB)";13573;"Presidente";2010;"Turno 1";"Jose Levy"
"Paraná";"Jose Levy Fidelix da Cruz (PRTB)";3914;"Presidente";2010;"Turno 1";"Jose Levy"
"Santa Catarina";"Jose Levy Fidelix da Cruz (PRTB)";2431;"Presidente";2010;"Turno 1";"Jose Levy"
"R. G. do Sul";"Jose Levy Fidelix da Cruz (PRTB)";3497;"Presidente";2010;"Turno 1";"Jose Levy"
"M. G. do Sul";"Jose Levy Fidelix da Cruz (PRTB)";688;"Presidente";2010;"Turno 1";"Jose Levy"
"Mato Grosso";"Jose Levy Fidelix da Cruz (PRTB)";510;"Presidente";2010;"Turno 1";"Jose Levy"
"Goiás";"Jose Levy Fidelix da Cruz (PRTB)";1894;"Presidente";2010;"Turno 1";"Jose Levy"
"Distrito Federal";"Jose Levy Fidelix da Cruz (PRTB)";1123;"Presidente";2010;"Turno 1";"Jose Levy"
"TOTAL";"Jose Levy Fidelix da Cruz (PRTB)";57733;"Presidente";2010;"Turno 1";"Jose Levy"
"Rondônia";"Ivan Martins Pinheiro (PCB)";285;"Presidente";2010;"Turno 1";"Ivan Martins"
"Acre";"Ivan Martins Pinheiro (PCB)";61;"Presidente";2010;"Turno 1";"Ivan Martins"
"Amazonas";"Ivan Martins Pinheiro (PCB)";506;"Presidente";2010;"Turno 1";"Ivan Martins"
"Roraima";"Ivan Martins Pinheiro (PCB)";48;"Presidente";2010;"Turno 1";"Ivan Martins"
"Pará";"Ivan Martins Pinheiro (PCB)";736;"Presidente";2010;"Turno 1";"Ivan Martins"
"Amapá";"Ivan Martins Pinheiro (PCB)";282;"Presidente";2010;"Turno 1";"Ivan Martins"
"Tocantins";"Ivan Martins Pinheiro (PCB)";248;"Presidente";2010;"Turno 1";"Ivan Martins"
"Maranhão";"Ivan Martins Pinheiro (PCB)";1468;"Presidente";2010;"Turno 1";"Ivan Martins"
"Piauí";"Ivan Martins Pinheiro (PCB)";705;"Presidente";2010;"Turno 1";"Ivan Martins"
"Ceará";"Ivan Martins Pinheiro (PCB)";1632;"Presidente";2010;"Turno 1";"Ivan Martins"
"R. G. do Norte";"Ivan Martins Pinheiro (PCB)";836;"Presidente";2010;"Turno 1";"Ivan Martins"
"Paraíba";"Ivan Martins Pinheiro (PCB)";1052;"Presidente";2010;"Turno 1";"Ivan Martins"
"Pernambuco";"Ivan Martins Pinheiro (PCB)";1474;"Presidente";2010;"Turno 1";"Ivan Martins"
"Alagoas";"Ivan Martins Pinheiro (PCB)";857;"Presidente";2010;"Turno 1";"Ivan Martins"
"Sergipe";"Ivan Martins Pinheiro (PCB)";736;"Presidente";2010;"Turno 1";"Ivan Martins"
"Bahia";"Ivan Martins Pinheiro (PCB)";3016;"Presidente";2010;"Turno 1";"Ivan Martins"
"Minas Gerais";"Ivan Martins Pinheiro (PCB)";3921;"Presidente";2010;"Turno 1";"Ivan Martins"
"Espirito Santo";"Ivan Martins Pinheiro (PCB)";473;"Presidente";2010;"Turno 1";"Ivan Martins"
"Rio de Janeiro ";"Ivan Martins Pinheiro (PCB)";5158;"Presidente";2010;"Turno 1";"Ivan Martins"
"São Paulo";"Ivan Martins Pinheiro (PCB)";7324;"Presidente";2010;"Turno 1";"Ivan Martins"
"Paraná";"Ivan Martins Pinheiro (PCB)";2302;"Presidente";2010;"Turno 1";"Ivan Martins"
"Santa Catarina";"Ivan Martins Pinheiro (PCB)";1132;"Presidente";2010;"Turno 1";"Ivan Martins"
"R. G. do Sul";"Ivan Martins Pinheiro (PCB)";1893;"Presidente";2010;"Turno 1";"Ivan Martins"
"M. G. do Sul";"Ivan Martins Pinheiro (PCB)";390;"Presidente";2010;"Turno 1";"Ivan Martins"
"Mato Grosso";"Ivan Martins Pinheiro (PCB)";475;"Presidente";2010;"Turno 1";"Ivan Martins"
"Goiás";"Ivan Martins Pinheiro (PCB)";1418;"Presidente";2010;"Turno 1";"Ivan Martins"
"Distrito Federal";"Ivan Martins Pinheiro (PCB)";430;"Presidente";2010;"Turno 1";"Ivan Martins"
"TOTAL";"Ivan Martins Pinheiro (PCB)";38858;"Presidente";2010;"Turno 1";"Ivan Martins"
"Rondônia";"Rui Costa Pimenta (PCO)";96;"Presidente";2010;"Turno 1";"Rui Costa"
"Acre";"Rui Costa Pimenta (PCO)";17;"Presidente";2010;"Turno 1";"Rui Costa"
"Amazonas";"Rui Costa Pimenta (PCO)";68;"Presidente";2010;"Turno 1";"Rui Costa"
"Roraima";"Rui Costa Pimenta (PCO)";47;"Presidente";2010;"Turno 1";"Rui Costa"
"Pará";"Rui Costa Pimenta (PCO)";180;"Presidente";2010;"Turno 1";"Rui Costa"
"Amapá";"Rui Costa Pimenta (PCO)";28;"Presidente";2010;"Turno 1";"Rui Costa"
"Tocantins";"Rui Costa Pimenta (PCO)";66;"Presidente";2010;"Turno 1";"Rui Costa"
"Maranhão";"Rui Costa Pimenta (PCO)";151;"Presidente";2010;"Turno 1";"Rui Costa"
"Piauí";"Rui Costa Pimenta (PCO)";131;"Presidente";2010;"Turno 1";"Rui Costa"
"Ceará";"Rui Costa Pimenta (PCO)";298;"Presidente";2010;"Turno 1";"Rui Costa"
"R. G. do Norte";"Rui Costa Pimenta (PCO)";200;"Presidente";2010;"Turno 1";"Rui Costa"
"Paraíba";"Rui Costa Pimenta (PCO)";280;"Presidente";2010;"Turno 1";"Rui Costa"
"Pernambuco";"Rui Costa Pimenta (PCO)";266;"Presidente";2010;"Turno 1";"Rui Costa"
"Alagoas";"Rui Costa Pimenta (PCO)";123;"Presidente";2010;"Turno 1";"Rui Costa"
"Sergipe";"Rui Costa Pimenta (PCO)";135;"Presidente";2010;"Turno 1";"Rui Costa"
"Bahia";"Rui Costa Pimenta (PCO)";639;"Presidente";2010;"Turno 1";"Rui Costa"
"Minas Gerais";"Rui Costa Pimenta (PCO)";1868;"Presidente";2010;"Turno 1";"Rui Costa"
"Espirito Santo";"Rui Costa Pimenta (PCO)";315;"Presidente";2010;"Turno 1";"Rui Costa"
"Rio de Janeiro ";"Rui Costa Pimenta (PCO)";1442;"Presidente";2010;"Turno 1";"Rui Costa"
"São Paulo";"Rui Costa Pimenta (PCO)";3134;"Presidente";2010;"Turno 1";"Rui Costa"
"Paraná";"Rui Costa Pimenta (PCO)";461;"Presidente";2010;"Turno 1";"Rui Costa"
"Santa Catarina";"Rui Costa Pimenta (PCO)";550;"Presidente";2010;"Turno 1";"Rui Costa"
"R. G. do Sul";"Rui Costa Pimenta (PCO)";778;"Presidente";2010;"Turno 1";"Rui Costa"
"M. G. do Sul";"Rui Costa Pimenta (PCO)";108;"Presidente";2010;"Turno 1";"Rui Costa"
"Mato Grosso";"Rui Costa Pimenta (PCO)";118;"Presidente";2010;"Turno 1";"Rui Costa"
"Goiás";"Rui Costa Pimenta (PCO)";271;"Presidente";2010;"Turno 1";"Rui Costa"
"Distrito Federal";"Rui Costa Pimenta (PCO)";365;"Presidente";2010;"Turno 1";"Rui Costa"
"TOTAL";"Rui Costa Pimenta (PCO)";12039;"Presidente";2010;"Turno 1";"Rui Costa"
"Rondônia";"Dilma Rousseff (PT)";347138;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Acre";"Dilma Rousseff (PT)";96969;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Amazonas";"Dilma Rousseff (PT)";1141607;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Roraima";"Dilma Rousseff (PT)";71280;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Pará";"Dilma Rousseff (PT)";1791443;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Amapá";"Dilma Rousseff (PT)";198644;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Tocantins";"Dilma Rousseff (PT)";391279;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Maranhão";"Dilma Rousseff (PT)";2294146;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Piauí";"Dilma Rousseff (PT)";1112380;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Ceará";"Dilma Rousseff (PT)";3288570;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"R. G. do Norte";"Dilma Rousseff (PT)";979772;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Paraíba";"Dilma Rousseff (PT)";1229391;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Pernambuco";"Dilma Rousseff (PT)";3457953;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Alagoas";"Dilma Rousseff (PT)";737236;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Sergipe";"Dilma Rousseff (PT)";568862;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Bahia";"Dilma Rousseff (PT)";4737079;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Minas Gerais";"Dilma Rousseff (PT)";6220125;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Espirito Santo";"Dilma Rousseff (PT)";924046;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Rio de Janeiro ";"Dilma Rousseff (PT)";4934077;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"São Paulo";"Dilma Rousseff (PT)";10462447;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Paraná";"Dilma Rousseff (PT)";2593086;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Santa Catarina";"Dilma Rousseff (PT)";1556226;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"R. G. do Sul";"Dilma Rousseff (PT)";3117761;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"M. G. do Sul";"Dilma Rousseff (PT)";555283;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Mato Grosso";"Dilma Rousseff (PT)";729747;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Goiás";"Dilma Rousseff (PT)";1446178;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Distrito Federal";"Dilma Rousseff (PT)";708674;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"TOTAL";"Dilma Rousseff (PT)";55691399;"Presidente";2010;"Turno 2";"Dilma Rousseff"
"Rondônia";"José Serra (PSDB)";385735;"Presidente";2010;"Turno 2";"José Serra"
"Acre";"José Serra (PSDB)";222766;"Presidente";2010;"Turno 2";"José Serra"
"Amazonas";"José Serra (PSDB)";275333;"Presidente";2010;"Turno 2";"José Serra"
"Roraima";"José Serra (PSDB)";141896;"Presidente";2010;"Turno 2";"José Serra"
"Pará";"José Serra (PSDB)";1576154;"Presidente";2010;"Turno 2";"José Serra"
"Amapá";"José Serra (PSDB)";118360;"Presidente";2010;"Turno 2";"José Serra"
"Tocantins";"José Serra (PSDB)";273306;"Presidente";2010;"Turno 2";"José Serra"
"Maranhão";"José Serra (PSDB)";606449;"Presidente";2010;"Turno 2";"José Serra"
"Piauí";"José Serra (PSDB)";477092;"Presidente";2010;"Turno 2";"José Serra"
"Ceará";"José Serra (PSDB)";962729;"Presidente";2010;"Turno 2";"José Serra"
"R. G. do Norte";"José Serra (PSDB)";665726;"Presidente";2010;"Turno 2";"José Serra"
"Paraíba";"José Serra (PSDB)";767919;"Presidente";2010;"Turno 2";"José Serra"
"Pernambuco";"José Serra (PSDB)";1113235;"Presidente";2010;"Turno 2";"José Serra"
"Alagoas";"José Serra (PSDB)";637368;"Presidente";2010;"Turno 2";"José Serra"
"Sergipe";"José Serra (PSDB)";493280;"Presidente";2010;"Turno 2";"José Serra"
"Bahia";"José Serra (PSDB)";1948584;"Presidente";2010;"Turno 2";"José Serra"
"Minas Gerais";"José Serra (PSDB)";4422294;"Presidente";2010;"Turno 2";"José Serra"
"Espirito Santo";"José Serra (PSDB)";955423;"Presidente";2010;"Turno 2";"José Serra"
"Rio de Janeiro ";"José Serra (PSDB)";3223891;"Presidente";2010;"Turno 2";"José Serra"
"São Paulo";"José Serra (PSDB)";12308483;"Presidente";2010;"Turno 2";"José Serra"
"Paraná";"José Serra (PSDB)";3226216;"Presidente";2010;"Turno 2";"José Serra"
"Santa Catarina";"José Serra (PSDB)";2030135;"Presidente";2010;"Turno 2";"José Serra"
"R. G. do Sul";"José Serra (PSDB)";3237207;"Presidente";2010;"Turno 2";"José Serra"
"M. G. do Sul";"José Serra (PSDB)";682305;"Presidente";2010;"Turno 2";"José Serra"
"Mato Grosso";"José Serra (PSDB)";762905;"Presidente";2010;"Turno 2";"José Serra"
"Goiás";"José Serra (PSDB)";1490368;"Presidente";2010;"Turno 2";"José Serra"
"Distrito Federal";"José Serra (PSDB)";633299;"Presidente";2010;"Turno 2";"José Serra"
"TOTAL";"José Serra (PSDB)";43638458;"Presidente";2010;"Turno 2";"José Serra"
"Rondônia";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";345167;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Acre";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";111610;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Amazonas";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";915030;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Roraima";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";82857;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Pará";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";2040696;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Amapá";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";198939;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Tocantins";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";368348;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Maranhão";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";2187668;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Piauí";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";1235203;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Ceará";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";3087115;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"R. G. do Norte";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";999452;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Paraíba";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";1166632;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Pernambuco";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";2126491;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Alagoas";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";703674;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Sergipe";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";601578;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Bahia";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";4292325;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Minas Gerais";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";4829513;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Espirito Santo";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";653469;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Rio de Janeiro ";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";2970486;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"São Paulo";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";5927503;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Paraná";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";1972761;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Santa Catarina";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";1140432;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"R. G. do Sul";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";2751098;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"M. G. do Sul";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";506951;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Mato Grosso";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";616265;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Goiás";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";1035673;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Distrito Federal";"Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB)";362511;"Presidente";2014;"Turno 1";"Dilma Rousseff"
"Rondônia";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";371692;"Presidente";2014;"Turno 1";"Aécio Neves"
"Acre";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";116015;"Presidente";2014;"Turno 1";"Aécio Neves"
"Amazonas";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";325734;"Presidente";2014;"Turno 1";"Aécio Neves"
"Roraima";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";108903;"Presidente";2014;"Turno 1";"Aécio Neves"
"Pará";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";1057860;"Presidente";2014;"Turno 1";"Aécio Neves"
"Amapá";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";99046;"Presidente";2014;"Turno 1";"Aécio Neves"
"Tocantins";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";202882;"Presidente";2014;"Turno 1";"Aécio Neves"
"Maranhão";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";365443;"Presidente";2014;"Turno 1";"Aécio Neves"
"Piauí";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";242069;"Presidente";2014;"Turno 1";"Aécio Neves"
"Ceará";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";676743;"Presidente";2014;"Turno 1";"Aécio Neves"
"R. G. do Norte";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";329866;"Presidente";2014;"Turno 1";"Aécio Neves"
"Paraíba";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";490516;"Presidente";2014;"Turno 1";"Aécio Neves"
"Pernambuco";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";284771;"Presidente";2014;"Turno 1";"Aécio Neves"
"Alagoas";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";311576;"Presidente";2014;"Turno 1";"Aécio Neves"
"Sergipe";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";248424;"Presidente";2014;"Turno 1";"Aécio Neves"
"Bahia";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";1276603;"Presidente";2014;"Turno 1";"Aécio Neves"
"Minas Gerais";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";4414452;"Presidente";2014;"Turno 1";"Aécio Neves"
"Espirito Santo";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";692952;"Presidente";2014;"Turno 1";"Aécio Neves"
"Rio de Janeiro ";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";2246363;"Presidente";2014;"Turno 1";"Aécio Neves"
"São Paulo";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";10152688;"Presidente";2014;"Turno 1";"Aécio Neves"
"Paraná";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";3018548;"Presidente";2014;"Turno 1";"Aécio Neves"
"Santa Catarina";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";1961224;"Presidente";2014;"Turno 1";"Aécio Neves"
"R. G. do Sul";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";2637238;"Presidente";2014;"Turno 1";"Aécio Neves"
"M. G. do Sul";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";558331;"Presidente";2014;"Turno 1";"Aécio Neves"
"Mato Grosso";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";693251;"Presidente";2014;"Turno 1";"Aécio Neves"
"Goiás";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";1340441;"Presidente";2014;"Turno 1";"Aécio Neves"
"Distrito Federal";"Aécio Neves PSDB (PSDB / PMN / SD / DEM / PEN / PTN / PTB / PTC / PT do B)";568371;"Presidente";2014;"Turno 1";"Aécio Neves"
"Rondônia";"Marina Silva PSB (PHS / PRP / PPS / PPL / PSB / PSL)";86148;"Presidente";2014;"Turno 1";"Marina Silva"
"Acre";"Marina Silva PSB (PHS / PRP / PPS / PPL / PSB / PSL)";167499;"Presidente";2014;"Turno 1";"Marina Silva"
"Amazonas";"Marina Silva PSB (PHS / PRP / PPS / PPL / PSB / PSL)";361234;"Presidente";2014;"Turno 1";"Marina Silva"
"Roraima";"Marina Silva PSB (PHS / PRP / PPS / PPL / PSB / PSL)";46936;"Presidente";2014;"Turno 1";"Marina Silva"
"Pará";"Marina Silva PSB (PHS / PRP / PPS / PPL / PSB / PSL)";627012;"Presidente";2014;"Turno 1";"Marina Silva"
"Amapá";"Marina Silva PSB (PHS / PRP / PPS / PPL / PSB / PSL)";77702;"Presidente";2014;"Turno 1";"Marina Silva"
"Tocantins";"Marina Silva PSB (PHS / PRP / PPS / PPL / PSB / PSL)";150568;"Presidente";2014;"Turno 1";"Marina Silva"
"Maranhão";"Marina Silva PSB (PHS / PRP / PPS / PPL / PSB / PSL)";534824;"Presidente";2014;"Turno 1";"Marina Silva"
"Piauí";"Marina Silva PSB (PHS / PRP / PPS / PPL / PSB / PSL)";246121;"Presidente";2014;"Turno 1";"Marina Silva"
"Ceará";"Marina Silva PSB (PHS / PRP / PPS / PPL / PSB / PSL)";638115;"Presidente";2014;"Turno 1";"Marina Silva"
"R. G. do Norte";"Marina Silva PSB (PHS / PRP / PPS / PPL / PSB / PSL)";286061;"Presidente";2014;"Turno 1";"Marina Silva"
